obs,time,deployment,conductivity,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,profiler_timestamp,salinity,suspect_timestamp,temperature,density,conductivity_qc_executed,conductivity_qc_results,pressure_qc_executed,pressure_qc_results,salinity_qc_executed,salinity_qc_results,density_qc_executed,density_qc_results,temperature_qc_executed,temperature_qc_results,lat,lon
"('0',)",3750090886.31,11,3.62869000435,3767111117.48,3767111255.78,3750090886.31,0.0,internal_timestamp,68.6449966431,1541102086.31,33.7265014648,0,9.35849952698,1026.37966056,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1',)",3750090887.21,11,3.62853002548,3767111117.48,3767111255.78,3750090887.21,0.0,internal_timestamp,68.638999939,1541102087.21,33.7270011902,0,9.3562002182,1026.38039809,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('2',)",3750090887.21,11,3.62837004662,3767111117.48,3767111255.78,3750090887.21,0.0,internal_timestamp,68.6309967041,1541102087.21,33.7274017334,0,9.35400009155,1026.38103277,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('3',)",3750090887.22,11,3.62819004059,3767111117.48,3767111255.78,3750090887.22,0.0,internal_timestamp,68.6179962158,1541102087.22,33.7276992798,0,9.3516998291,1026.38158042,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4',)",3750090887.23,11,3.62801003456,3767111117.48,3767111255.78,3750090887.23,0.0,internal_timestamp,68.6050033569,1541102087.23,33.7281990051,0,9.34920024872,1026.3823185,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('5',)",3750090887.23,11,3.62788009644,3767111117.48,3767111255.78,3750090887.23,0.0,internal_timestamp,68.5950012207,1541102087.23,33.7288017273,0,9.34700012207,1026.38310194,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('6',)",3750090887.24,11,3.62782001495,3767111117.48,3767111255.78,3750090887.24,0.0,internal_timestamp,68.5849990845,1541102087.24,33.7293014526,0,9.34589958191,1026.38362596,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('7',)",3750090887.24,11,3.62788009644,3767111117.48,3767111255.78,3750090887.24,0.0,internal_timestamp,68.5729980469,1541102087.24,33.7294006348,0,9.34650039673,1026.38355103,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('8',)",3750090887.25,11,3.62803006172,3767111117.48,3767111255.78,3750090887.25,0.0,internal_timestamp,68.5599975586,1541102087.25,33.7290992737,0,9.34840011597,1026.38294716,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('9',)",3750090887.25,11,3.62815999985,3767111117.48,3767111255.78,3750090887.25,0.0,internal_timestamp,68.5500030518,1541102087.25,33.7285995483,0,9.35050010681,1026.38216933,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('10',)",3750090887.26,11,3.62823009491,3767111117.48,3767111255.78,3750090887.26,0.0,internal_timestamp,68.5390014648,1541102087.26,33.728099823,0,9.3516998291,1026.38153338,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('11',)",3750090887.27,11,3.62824010849,3767111117.48,3767111255.78,3750090887.27,0.0,internal_timestamp,68.5240020752,1541102087.27,33.7280006409,0,9.35190010071,1026.3813549,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('12',)",3750090887.27,11,3.62824010849,3767111117.48,3767111255.78,3750090887.27,0.0,internal_timestamp,68.5130004883,1541102087.27,33.7280006409,0,9.35200023651,1026.38128845,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('13',)",3750090887.28,11,3.62828993797,3767111117.48,3767111255.67,3750090887.28,0.0,internal_timestamp,68.5,1541102087.28,33.7276000977,0,9.35289955139,1026.38076979,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('14',)",3750090887.28,11,3.62839007378,3767111117.48,3767111255.67,3750090887.28,0.0,internal_timestamp,68.486000061,1541102087.28,33.7270011902,0,9.3547000885,1026.37994484,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('15',)",3750090887.28,11,3.628469944,3767111117.48,3767111255.67,3750090887.28,0.0,internal_timestamp,68.4739990234,1541102087.28,33.726398468,0,9.356300354,1026.3791586,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('16',)",3750090887.31,11,3.62844991684,3767111117.48,3767111255.67,3750090887.31,0.0,internal_timestamp,68.4580001831,1541102087.31,33.7261009216,0,9.3562002182,1026.37886942,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('17',)",3750090887.37,11,3.62825989723,3767111117.48,3767111255.67,3750090887.37,0.0,internal_timestamp,68.4469985962,1541102087.37,33.7262992859,0,9.35400009155,1026.37933241,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('18',)",3750090887.43,11,3.62794995308,3767111117.48,3767111255.67,3750090887.43,0.0,internal_timestamp,68.4339981079,1541102087.43,33.7268981934,0,9.35000038147,1026.38039211,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('19',)",3750090888.33,11,3.62766003609,3767111117.48,3767111255.67,3750090888.33,0.0,internal_timestamp,68.4189987183,1541102088.33,33.7276000977,0,9.34609985352,1026.38150691,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('20',)",3750090888.35,11,3.6275498867,3767111117.48,3767111255.67,3750090888.35,0.0,internal_timestamp,68.4039993286,1541102088.35,33.7285003662,0,9.34399986267,1026.38248376,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('21',)",3750090888.35,11,3.62766003609,3767111117.48,3767111255.67,3750090888.35,0.0,internal_timestamp,68.388999939,1541102088.35,33.7294006348,0,9.34409999847,1026.38310273,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('22',)",3750090888.36,11,3.62785005569,3767111117.48,3767111255.67,3750090888.36,0.0,internal_timestamp,68.375,1541102088.36,33.7299003601,0,9.34570026398,1026.38316919,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('23',)",3750090888.37,11,3.62802004814,3767111117.48,3767111255.67,3750090888.37,0.0,internal_timestamp,68.361000061,1541102088.37,33.7299003601,0,9.34759998322,1026.38279632,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('24',)",3750090888.38,11,3.62812995911,3767111117.48,3767111255.68,3750090888.38,0.0,internal_timestamp,68.341003418,1541102088.38,33.729598999,0,9.34910011292,1026.38222555,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('25',)",3750090888.38,11,3.62811994553,3767111117.48,3767111255.68,3750090888.38,0.0,internal_timestamp,68.327003479,1541102088.38,33.7290992737,0,9.34949970245,1026.38170615,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('26',)",3750090888.39,11,3.62802004814,3767111117.48,3767111255.68,3750090888.39,0.0,internal_timestamp,68.3170013428,1541102088.39,33.7288017273,0,9.3486995697,1026.38155818,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('27',)",3750090888.39,11,3.62787008286,3767111117.48,3767111255.68,3750090888.39,0.0,internal_timestamp,68.3000030518,1541102088.39,33.7289009094,0,9.34700012207,1026.3818347,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('28',)",3750090888.4,11,3.62767004967,3767111117.48,3767111255.68,3750090888.4,0.0,internal_timestamp,68.283996582,1541102088.4,33.7291984558,0,9.34459972382,1026.38238476,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('29',)",3750090888.41,11,3.6274600029,3767111117.48,3767111255.68,3750090888.41,0.0,internal_timestamp,68.2679977417,1541102088.41,33.7294006348,0,9.34210014343,1026.38287639,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('30',)",3750090888.41,11,3.62732005119,3767111117.48,3767111255.68,3750090888.41,0.0,internal_timestamp,68.2529983521,1541102088.41,33.7296981812,0,9.34010028839,1026.38336579,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('31',)",3750090888.42,11,3.62725996971,3767111117.48,3767111255.68,3750090888.42,0.0,internal_timestamp,68.2369995117,1541102088.42,33.7302017212,0,9.33899974823,1026.38386538,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('32',)",3750090888.43,11,3.62727999687,3767111117.48,3767111255.68,3750090888.43,0.0,internal_timestamp,68.2220001221,1541102088.42,33.7307014465,0,9.33870029449,1026.38423628,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('33',)",3750090888.43,11,3.62733006477,3767111117.48,3767111255.68,3750090888.43,0.0,internal_timestamp,68.2030029297,1541102088.43,33.731098175,0,9.33889961243,1026.38442735,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('34',)",3750090888.44,11,3.62736010551,3767111117.48,3767111255.68,3750090888.44,0.0,internal_timestamp,68.18800354,1541102088.44,33.7312011719,0,9.33909988403,1026.38440691,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('35',)",3750090888.49,11,3.62733006477,3767111117.48,3767111255.68,3750090888.49,0.0,internal_timestamp,68.1699981689,1541102088.49,33.731098175,0,9.33889961243,1026.38427689,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('36',)",3750090889.34,11,3.62724995613,3767111117.48,3767111255.68,3750090889.34,0.0,internal_timestamp,68.1549987793,1541102089.34,33.7309989929,0,9.33810043335,1026.38426093,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('37',)",3750090889.34,11,3.62714004517,3767111117.49,3767111255.68,3750090889.34,0.0,internal_timestamp,68.138999939,1541102089.34,33.7308006287,0,9.33710002899,1026.38419561,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('38',)",3750090889.35,11,3.62719988823,3767111117.49,3767111255.68,3750090889.35,0.0,internal_timestamp,68.1240005493,1541102089.35,33.7312011719,0,9.3373003006,1026.38440774,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('39',)",3750090889.36,11,3.6275498867,3767111117.49,3767111255.68,3750090889.36,0.0,internal_timestamp,68.1039962769,1541102089.36,33.7318992615,0,9.34049987793,1026.38434192,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('40',)",3750090889.36,11,3.62820005417,3767111117.49,3767111255.68,3750090889.36,0.0,internal_timestamp,68.0849990845,1541102089.37,33.7322006226,0,9.34729957581,1026.38338487,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('41',)",3750090890.45,11,3.62901997566,3767111117.49,3767111255.68,3750090890.45,0.0,internal_timestamp,68.0650024414,1541102090.45,33.731300354,0,9.35719966888,1026.38097896,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('42',)",3750090890.46,11,3.62982010841,3767111117.49,3767111255.68,3750090890.46,0.0,internal_timestamp,68.0500030518,1541102090.46,33.7293014526,0,9.36810016632,1026.37757328,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('43',)",3750090890.47,11,3.63043999672,3767111117.49,3767111255.68,3750090890.47,0.0,internal_timestamp,68.03099823,1541102090.47,33.726398468,0,9.3780002594,1026.37360472,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('44',)",3750090890.48,11,3.63083004951,3767111117.49,3767111255.68,3750090890.48,0.0,internal_timestamp,68.0130004883,1541102090.48,33.7237014771,0,9.38510036469,1026.37025746,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('45',)",3750090890.48,11,3.63102006912,3767111117.49,3767111255.68,3750090890.48,0.0,internal_timestamp,67.9940032959,1541102090.48,33.7220993042,0,9.38889980316,1026.36829918,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('46',)",3750090890.49,11,3.63110995293,3767111117.49,3767111255.68,3750090890.49,0.0,internal_timestamp,67.9779968262,1541102090.49,33.7212982178,0,9.39080047607,1026.36729017,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('47',)",3750090890.49,11,3.63122010231,3767111117.49,3767111255.68,3750090890.49,0.0,internal_timestamp,67.9570007324,1541102090.49,33.7210006714,0,9.3922996521,1026.3667174,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('48',)",3750090890.5,11,3.63143992424,3767111117.49,3767111255.68,3750090890.5,0.0,internal_timestamp,67.9359970093,1541102090.5,33.7207984924,0,9.39490032196,1026.36603939,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('49',)",3750090890.5,11,3.63175988197,3767111117.49,3767111255.68,3750090890.5,0.0,internal_timestamp,67.9189987183,1541102090.5,33.7204017639,0,9.39890003204,1026.36499923,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('50',)",3750090890.51,11,3.63207006454,3767111117.49,3767111255.68,3750090890.51,0.0,internal_timestamp,67.9000015259,1541102090.51,33.7197990417,0,9.40299987793,1026.36377248,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('51',)",3750090890.51,11,3.63222002983,3767111117.49,3767111255.68,3750090890.51,0.0,internal_timestamp,67.8779983521,1541102090.51,33.71900177,0,9.40540027618,1026.3626573,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('52',)",3750090890.52,11,3.63221001625,3767111117.49,3767111255.68,3750090890.52,0.0,internal_timestamp,67.8619995117,1541102090.52,33.7182998657,0,9.40610027313,1026.3619216,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('53',)",3750090890.52,11,3.63220000267,3767111117.49,3767111255.68,3750090890.52,0.0,internal_timestamp,67.8470001221,1541102090.52,33.7181015015,0,9.40620040894,1026.36168188,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('54',)",3750090890.53,11,3.63229990005,3767111117.49,3767111255.68,3750090890.53,0.0,internal_timestamp,67.8219985962,1541102090.53,33.7182998657,0,9.40709972382,1026.36157612,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('55',)",3750090890.53,11,3.63253998756,3767111117.49,3767111255.68,3750090890.53,0.0,internal_timestamp,67.8000030518,1541102090.53,33.7183990479,0,9.40970039368,1026.36112872,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('56',)",3750090890.54,11,3.6328599453,3767111117.49,3767111255.68,3750090890.54,0.0,internal_timestamp,67.7819976807,1541102090.54,33.7182998657,0,9.41320037842,1026.36039754,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('57',)",3750090890.54,11,3.63310003281,3767111117.49,3767111255.68,3750090890.54,0.0,internal_timestamp,67.7659988403,1541102090.54,33.7178001404,0,9.41639995575,1026.35941146,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('58',)",3750090890.55,11,3.63321995735,3767111117.49,3767111255.68,3750090890.55,0.0,internal_timestamp,67.7460021973,1541102090.55,33.716999054,0,9.4186000824,1026.35833488,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('59',)",3750090890.55,11,3.63332009315,3767111117.49,3767111255.68,3750090890.55,0.0,internal_timestamp,67.7279968262,1541102090.55,33.7164001465,0,9.42039966583,1026.35749078,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('60',)",3750090890.56,11,3.63353991508,3767111117.49,3767111255.68,3750090890.56,0.0,internal_timestamp,67.7060012817,1541102090.56,33.7159004211,0,9.42319965363,1026.35654247,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('61',)",3750090890.56,11,3.63393998146,3767111117.49,3767111255.68,3750090890.56,0.0,internal_timestamp,67.6849975586,1541102090.56,33.7156982422,0,9.42780017853,1026.35553677,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('62',)",3750090890.57,11,3.63447999954,3767111117.49,3767111255.68,3750090890.57,0.0,internal_timestamp,67.6640014648,1541102090.57,33.7154998779,0,9.43400001526,1026.35427232,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('63',)",3750090890.57,11,3.63504004478,3767111117.49,3767111255.68,3750090890.57,0.0,internal_timestamp,67.6439971924,1541102090.57,33.7149009705,0,9.44079971313,1026.35260088,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('64',)",3750090890.58,11,3.6355099678,3767111117.49,3767111255.68,3750090890.58,0.0,internal_timestamp,67.6240005493,1541102090.58,33.714099884,0,9.44680023193,1026.35090186,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('65',)",3750090890.58,11,3.6358499527,3767111117.49,3767111255.68,3750090890.58,0.0,internal_timestamp,67.6039962769,1541102090.58,33.7131004333,0,9.45160007477,1026.34924405,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('66',)",3750090890.59,11,3.63607001305,3767111117.49,3767111255.68,3750090890.59,0.0,internal_timestamp,67.5820007324,1541102090.59,33.7120018005,0,9.45520019531,1026.34769593,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('67',)",3750090890.59,11,3.63621997833,3767111117.49,3767111255.68,3750090890.59,0.0,internal_timestamp,67.5609970093,1541102090.59,33.7109985352,0,9.45800018311,1026.34635778,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('68',)",3750090890.6,11,3.6363298893,3767111117.49,3767111255.68,3750090890.6,0.0,internal_timestamp,67.5380020142,1541102090.6,33.7100982666,0,9.46020030975,1026.34518923,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('69',)",3750090890.62,11,3.6364300251,3767111117.49,3767111255.68,3750090890.62,0.0,internal_timestamp,67.5159988403,1541102090.62,33.7094993591,0,9.46189975739,1026.34434264,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('70',)",3750090890.68,11,3.63652992249,3767111117.49,3767111255.68,3750090890.68,0.0,internal_timestamp,67.4990005493,1541102090.68,33.7093009949,0,9.46319961548,1026.34389724,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('71',)",3750090890.74,11,3.63661003113,3767111117.49,3767111255.68,3750090890.74,0.0,internal_timestamp,67.4739990234,1541102090.74,33.7094993591,0,9.4638004303,1026.34383988,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('72',)",3750090890.81,11,3.63667011261,3767111117.49,3767111255.68,3750090890.81,0.0,internal_timestamp,67.4570007324,1541102090.81,33.7098007202,0,9.46420001984,1026.34393242,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('73',)",3750090890.87,11,3.63670992851,3767111117.49,3767111255.68,3750090890.87,0.0,internal_timestamp,67.4319992065,1541102090.87,33.7098007202,0,9.46459960938,1026.34375303,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('74',)",3750090890.93,11,3.63674998283,3767111117.49,3767111255.69,3750090890.93,0.0,internal_timestamp,67.4140014648,1541102090.93,33.7098007202,0,9.46510028839,1026.34358898,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('75',)",3750090890.99,11,3.63681006432,3767111117.49,3767111255.69,3750090890.99,0.0,internal_timestamp,67.3909988403,1541102090.99,33.7098007202,0,9.46580028534,1026.34336948,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('76',)",3750090891.06,11,3.6369099617,3767111117.49,3767111255.69,3750090891.06,0.0,internal_timestamp,67.3690032959,1541102091.06,33.7098999023,0,9.46669960022,1026.34319938,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('77',)",3750090891.12,11,3.6370100975,3767111117.49,3767111255.69,3750090891.12,0.0,internal_timestamp,67.3460006714,1541102091.12,33.7099990845,0,9.46770000458,1026.34300813,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('78',)",3750090891.18,11,3.63713002205,3767111117.49,3767111255.69,3750090891.18,0.0,internal_timestamp,67.3249969482,1541102091.18,33.7099990845,0,9.46899986267,1026.3426994,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('79',)",3750090891.24,11,3.63724994659,3767111117.49,3767111255.69,3750090891.24,0.0,internal_timestamp,67.3020019531,1541102091.24,33.7098999023,0,9.47049999237,1026.34227126,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('80',)",3750090891.31,11,3.63736009598,3767111117.49,3767111255.69,3750090891.31,0.0,internal_timestamp,67.2819976807,1541102091.31,33.7097015381,0,9.47200012207,1026.34177924,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('81',)",3750090891.37,11,3.6374399662,3767111117.49,3767111255.69,3750090891.37,0.0,internal_timestamp,67.2610015869,1541102091.37,33.7094993591,0,9.47319984436,1026.34132895,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('82',)",3750090891.43,11,3.63750004768,3767111117.49,3767111255.69,3750090891.43,0.0,internal_timestamp,67.2389984131,1541102091.43,33.7094993591,0,9.47379970551,1026.34113035,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('83',)",3750090891.49,11,3.63748002052,3767111117.49,3767111255.69,3750090891.49,0.0,internal_timestamp,67.2170028687,1541102091.49,33.7094993591,0,9.47350025177,1026.34107923,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('84',)",3750090891.56,11,3.63737988472,3767111117.49,3767111255.69,3750090891.56,0.0,internal_timestamp,67.2009963989,1541102091.56,33.7094993591,0,9.47249984741,1026.3411703,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('85',)",3750090891.62,11,3.63724994659,3767111117.49,3767111255.69,3750090891.62,0.0,internal_timestamp,67.172996521,1541102091.62,33.7094993591,0,9.47099971771,1026.34128862,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('86',)",3750090891.68,11,3.63714003563,3767111117.49,3767111255.69,3750090891.68,0.0,internal_timestamp,67.1510009766,1541102091.68,33.7098999023,0,9.46949958801,1026.34174722,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('87',)",3750090891.74,11,3.63707995415,3767111117.49,3767111255.69,3750090891.74,0.0,internal_timestamp,67.1289978027,1541102091.74,33.7103004456,0,9.46829986572,1026.34215653,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('88',)",3750090891.81,11,3.63705992699,3767111117.49,3767111255.69,3750090891.81,0.0,internal_timestamp,67.1090011597,1541102091.81,33.7107009888,0,9.46759986877,1026.34249309,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('89',)",3750090891.87,11,3.63705992699,3767111117.49,3767111255.69,3750090891.87,0.0,internal_timestamp,67.0820007324,1541102091.87,33.7109985352,0,9.46749973297,1026.34261895,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('90',)",3750090891.93,11,3.63714003563,3767111117.49,3767111255.69,3750090891.93,0.0,internal_timestamp,67.0609970093,1541102091.93,33.7112998962,0,9.46790027618,1026.34269307,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('91',)",3750090891.99,11,3.63729000092,3767111117.49,3767111255.69,3750090891.99,0.0,internal_timestamp,67.0410003662,1541102091.99,33.7116012573,0,9.46920013428,1026.34262438,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('92',)",3750090892.06,11,3.63751006126,3767111117.49,3767111255.69,3750090892.06,0.0,internal_timestamp,67.0179977417,1541102092.06,33.7117004395,0,9.47150039673,1026.34222004,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('93',)",3750090892.12,11,3.63776993752,3767111117.49,3767111255.69,3750090892.12,0.0,internal_timestamp,67.0,1541102092.12,33.7117004395,0,9.47449970245,1026.34164636,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('94',)",3750090892.18,11,3.63801002502,3767111117.49,3767111255.69,3750090892.18,0.0,internal_timestamp,66.9769973755,1541102092.18,33.7112998962,0,9.47760009766,1026.34072026,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('95',)",3750090892.24,11,3.63818001747,3767111117.49,3767111255.69,3750090892.24,0.0,internal_timestamp,66.952003479,1541102092.24,33.7106018066,0,9.48019981384,1026.33963465,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('96',)",3750090892.31,11,3.63827991486,3767111117.49,3767111255.69,3750090892.31,0.0,internal_timestamp,66.9270019531,1541102092.31,33.7098007202,0,9.48209953308,1026.33858328,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('97',)",3750090892.37,11,3.63831996918,3767111117.49,3767111255.69,3750090892.37,0.0,internal_timestamp,66.9069976807,1541102092.37,33.7090988159,0,9.48330020905,1026.33774682,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('98',)",3750090892.43,11,3.63832998276,3767111117.49,3767111255.69,3750090892.43,0.0,internal_timestamp,66.8840026855,1541102092.43,33.7085990906,0,9.48400020599,1026.3371368,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('99',)",3750090892.49,11,3.63835000992,3767111117.49,3767111255.69,3750090892.49,0.0,internal_timestamp,66.8619995117,1541102092.49,33.7081985474,0,9.48449993134,1026.33664164,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('100',)",3750090892.56,11,3.6383600235,3767111117.49,3767111255.69,3750090892.56,0.0,internal_timestamp,66.8399963379,1541102092.56,33.7080993652,0,9.48480033875,1026.33641463,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('101',)",3750090892.62,11,3.63838005066,3767111117.49,3767111255.69,3750090892.62,0.0,internal_timestamp,66.8199996948,1541102092.62,33.7080993652,0,9.48499965668,1026.33629082,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('102',)",3750090892.68,11,3.63840007782,3767111117.49,3767111255.7,3750090892.68,0.0,internal_timestamp,66.7949981689,1541102092.68,33.7081985474,0,9.48519992828,1026.33622155,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('103',)",3750090892.74,11,3.6384100914,3767111117.49,3767111255.7,3750090892.74,0.0,internal_timestamp,66.7730026245,1541102092.74,33.7081985474,0,9.48530006409,1026.33610491,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('104',)",3750090892.81,11,3.63843011856,3767111117.49,3767111255.7,3750090892.81,0.0,internal_timestamp,66.7529983521,1541102092.81,33.7083015442,0,9.48540019989,1026.33607781,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('105',)",3750090892.87,11,3.63843011856,3767111117.49,3767111255.7,3750090892.87,0.0,internal_timestamp,66.7300033569,1541102092.87,33.7083015442,0,9.48550033569,1026.33595662,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('106',)",3750090892.93,11,3.63843011856,3767111117.49,3767111255.7,3750090892.93,0.0,internal_timestamp,66.7070007324,1541102092.93,33.7083015442,1,9.48550033569,1026.33585182,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('107',)",3750090892.99,11,3.63842010498,3767111117.49,3767111255.7,3750090892.99,0.0,internal_timestamp,66.6859970093,1541102092.99,33.7083015442,0,9.48540019989,1026.33577255,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('108',)",3750090893.06,11,3.6384100914,3767111117.49,3767111255.7,3750090893.06,0.0,internal_timestamp,66.6600036621,1541102093.06,33.7081985474,0,9.48540019989,1026.33557365,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('109',)",3750090893.12,11,3.63840007782,3767111117.49,3767111255.7,3750090893.12,0.0,internal_timestamp,66.638999939,1541102093.12,33.7080993652,0,9.48540019989,1026.33540047,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('110',)",3750090893.18,11,3.6384100914,3767111117.49,3767111255.7,3750090893.18,0.0,internal_timestamp,66.6190032959,1541102093.18,33.7081985474,0,9.48540019989,1026.33538685,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('111',)",3750090893.24,11,3.6384100914,3767111117.49,3767111255.7,3750090893.24,0.0,internal_timestamp,66.5970001221,1541102093.24,33.7080993652,0,9.48550033569,1026.33519269,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
