obs,time,deployment,conductivity_millisiemens,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,raw_time_microseconds,raw_time_seconds,temp,dpc_ctd_seawater_conductivity,practical_salinity,density,pressure_qc_executed,pressure_qc_results,temp_qc_executed,temp_qc_results,conductivity_millisiemens_qc_executed,conductivity_millisiemens_qc_results,dpc_ctd_seawater_conductivity_qc_executed,dpc_ctd_seawater_conductivity_qc_results,density_qc_executed,density_qc_results,practical_salinity_qc_executed,practical_salinity_qc_results,lat,lon
"('2335',)",3655376046.66,2,33.6302986145,3724598756.73,3724598756.91,3655376046.66,0.0,internal_timestamp,466.660003662,656826,1446387246,5.87440013885,3.36302986145,34.0614684038,1028.98176342,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('2336',)",3655376057.66,2,33.6334991455,3724598756.73,3724598756.91,3655376057.66,0.0,internal_timestamp,465.700012207,657737,1446387257,5.87989997864,3.36334991455,34.0600250599,1028.97548049,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('2337',)",3655376068.65,2,33.6398010254,3724598756.73,3724598756.91,3655376068.65,0.0,internal_timestamp,464.920013428,649595,1446387268,5.88920021057,3.36398010254,34.0581701365,1028.96918644,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('2338',)",3655376079.65,2,33.6426010132,3724598756.73,3724598756.94,3655376079.65,0.0,internal_timestamp,464.420013428,652561,1446387279,5.89319992065,3.36426010132,34.0575544491,1028.96586768,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('2339',)",3655376090.66,2,33.6474990845,3724598756.73,3724598756.94,3655376090.66,0.0,internal_timestamp,463.959991455,657265,1446387290,5.90019989014,3.36474990845,34.0562699327,1028.9618006,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('2340',)",3655376101.66,2,33.6537017822,3724598756.73,3724598756.94,3655376101.66,0.0,internal_timestamp,463.339996338,658591,1446387301,5.90969991684,3.36537017822,34.0540244749,1028.95590493,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('2341',)",3655376112.66,2,33.6589012146,3724598756.73,3724598756.94,3655376112.66,0.0,internal_timestamp,462.549987793,659840,1446387312,5.91820001602,3.36589012146,34.0517374942,1028.9493311,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('2342',)",3655376123.66,2,33.6708984375,3724598756.73,3724598756.94,3655376123.66,0.0,internal_timestamp,461.700012207,661684,1446387323,5.93800020218,3.36708984375,34.0457957436,1028.93807565,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('2343',)",3655376134.66,2,33.6761016846,3724598756.73,3724598756.94,3655376134.66,0.0,internal_timestamp,460.910003662,663872,1446387334,5.94530010223,3.36761016846,34.04471653,1028.93261332,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('2344',)",3655376145.66,2,33.6777000427,3724598756.73,3724598756.95,3655376145.66,0.0,internal_timestamp,460.230010986,655760,1446387345,5.94729995728,3.36777000427,34.0448430618,1028.92932244,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('2345',)",3655376156.66,2,33.6827011108,3724598756.73,3724598756.95,3655376156.66,0.0,internal_timestamp,459.519989014,657588,1446387356,5.95440006256,3.36827011108,34.0436973689,1028.92420139,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('2346',)",3655376167.66,2,33.686000824,3724598756.73,3724598756.95,3655376167.66,0.0,internal_timestamp,458.829986572,659184,1446387367,5.96019983292,3.3686000824,34.0419335673,1028.91886166,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('2347',)",3655376178.66,2,33.6874008179,3724598756.73,3724598756.95,3655376178.66,0.0,internal_timestamp,458.149993896,662707,1446387378,5.96150016785,3.36874008179,34.0425377262,1028.91604139,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('2348',)",3655376189.67,2,33.6932983398,3724598756.73,3724598756.95,3655376189.67,0.0,internal_timestamp,457.429992676,665968,1446387389,5.97160005569,3.36932983398,34.0393996304,1028.90889897,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('2349',)",3655376200.67,2,33.6949005127,3724598756.73,3724598756.95,3655376200.67,0.0,internal_timestamp,456.549987793,669938,1446387400,5.97419977188,3.36949005127,34.0390278985,1028.9042168,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('2350',)",3655376211.67,2,33.6991996765,3724598756.73,3724598756.95,3655376211.67,0.0,internal_timestamp,455.529998779,672642,1446387411,5.98180007935,3.36991996765,34.0367461277,1028.89671065,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('2351',)",3655376222.66,2,33.7126998901,3724598756.73,3724598756.95,3655376222.66,0.0,internal_timestamp,454.5,663954,1446387422,6.00570011139,3.37126998901,34.0284824274,1028.88223626,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('2352',)",3655376233.67,2,33.7270011902,3724598756.73,3724598756.95,3655376233.67,0.0,internal_timestamp,453.640014648,667399,1446387433,6.02890014648,3.37270011902,34.0217380102,1028.86982811,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('2353',)",3655376244.67,2,33.7378005981,3724598756.73,3724598756.95,3655376244.67,0.0,internal_timestamp,452.920013428,669712,1446387444,6.04519987106,3.37378005981,34.017900429,1028.86128563,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('2354',)",3655376255.67,2,33.7406005859,3724598756.73,3724598756.95,3655376255.67,0.0,internal_timestamp,452.170013428,674304,1446387455,6.04790019989,3.37406005859,34.0187065892,1028.85811213,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('2355',)",3655376266.68,2,33.7412986755,3724598756.73,3724598756.95,3655376266.68,0.0,internal_timestamp,451.380004883,676273,1446387466,6.04839992523,3.37412986755,34.0193767166,1028.85494806,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('2356',)",3655376277.67,2,33.7434997559,3724598756.73,3724598756.95,3655376277.67,0.0,internal_timestamp,450.5,670409,1446387477,6.05179977417,3.37434997559,34.0188764093,1028.85005489,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('2357',)",3655376288.67,2,33.7478981018,3724598756.73,3724598756.95,3655376288.67,0.0,internal_timestamp,449.489990234,673940,1446387488,6.05919981003,3.37478981018,34.0169038447,1028.84286149,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('2358',)",3655376299.68,2,33.7509002686,3724598756.73,3724598756.95,3655376299.68,0.0,internal_timestamp,448.320007324,675493,1446387499,6.06370019913,3.37509002686,34.0163433402,1028.83644072,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('2359',)",3655376310.68,2,33.7540016174,3724598756.73,3724598756.95,3655376310.68,0.0,internal_timestamp,447.130004883,678469,1446387510,6.06839990616,3.37540016174,34.0157045519,1028.82983923,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('2360',)",3655376321.68,2,33.7616996765,3724598756.73,3724598756.95,3655376321.68,0.0,internal_timestamp,446.079986572,678705,1446387521,6.07969999313,3.37616996765,34.0135505696,1028.82178658,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('2361',)",3655376332.68,2,33.7668991089,3724598756.73,3724598756.95,3655376332.68,0.0,internal_timestamp,445.029998779,678431,1446387532,6.08799982071,3.37668991089,34.0115961583,1028.81430005,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('2362',)",3655376343.68,2,33.7682991028,3724598756.73,3724598756.95,3655376343.68,0.0,internal_timestamp,443.880004883,680651,1446387543,6.08990001678,3.37682991028,34.011829086,1028.80894973,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('2363',)",3655376354.68,2,33.7685012817,3724598756.73,3724598756.95,3655376354.68,0.0,internal_timestamp,442.519989014,681268,1446387554,6.09110021591,3.37685012817,34.0115233659,1028.8023079,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('2364',)",3655376365.68,2,33.768699646,3724598756.73,3724598756.95,3655376365.68,0.0,internal_timestamp,441.019989014,684607,1446387565,6.09189987183,3.3768699646,34.0116820231,1028.79544398,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('2365',)",3655376376.69,2,33.7715988159,3724598756.73,3724598756.95,3655376376.69,0.0,internal_timestamp,439.510009766,685983,1446387576,6.09749984741,3.37715988159,34.010074795,1028.78648929,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('2366',)",3655376387.69,2,33.7723007202,3724598756.73,3724598756.95,3655376387.69,0.0,internal_timestamp,438.260009766,687350,1446387587,6.09889984131,3.37723007202,34.0100750347,1028.78056517,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('2367',)",3655376398.69,2,33.7724990845,3724598756.73,3724598756.95,3655376398.69,0.0,internal_timestamp,437.119995117,689091,1446387598,6.09999990463,3.37724990845,34.0097574038,1028.77493626,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('2368',)",3655376409.68,2,33.771900177,3724598756.73,3724598756.95,3655376409.68,0.0,internal_timestamp,435.609985352,682629,1446387609,6.10029983521,3.3771900177,34.0095279411,1028.7677888,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('2369',)",3655376420.69,2,33.7890014648,3724598756.73,3724598756.96,3655376420.69,0.0,internal_timestamp,433.779998779,687174,1446387620,6.12540006638,3.37890014648,34.0044999933,1028.75201039,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('2370',)",3655376431.69,2,33.8098983765,3724598756.73,3724598756.96,3655376431.69,0.0,internal_timestamp,432.019989014,689730,1446387631,6.15119981766,3.38098983765,34.0029825047,1028.73921427,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('2371',)",3655376442.69,2,33.8245010376,3724598756.73,3724598756.96,3655376442.69,0.0,internal_timestamp,430.089996338,692914,1446387642,6.16849994659,3.38245010376,34.0029888061,1028.72799778,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('2372',)",3655376453.7,2,33.8347015381,3724598756.73,3724598756.96,3655376453.7,0.0,internal_timestamp,428.649993896,695476,1446387653,6.18090009689,3.38347015381,34.002722099,1028.71948374,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('2373',)",3655376464.69,2,33.8497009277,3724598756.73,3724598756.96,3655376464.69,0.0,internal_timestamp,427.549987793,688076,1446387664,6.19869995117,3.38497009277,34.0022626955,1028.71163448,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2374',)",3655376475.69,2,33.8576011658,3724598756.73,3724598756.96,3655376475.69,0.0,internal_timestamp,426.589996338,691781,1446387675,6.20690011978,3.38576011658,34.0033769374,1028.70698233,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2375',)",3655376486.69,2,33.8637008667,3724598756.73,3724598756.96,3655376486.69,0.0,internal_timestamp,425.670013428,693561,1446387686,6.21460008621,3.38637008667,34.0029599653,1028.70137741,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2376',)",3655376497.69,2,33.8678016663,3724598756.73,3724598756.96,3655376497.69,0.0,internal_timestamp,424.670013428,694477,1446387697,6.21950006485,3.38678016663,34.0031416199,1028.69626125,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2377',)",3655376508.7,2,33.8748016357,3724598756.73,3724598756.96,3655376508.7,0.0,internal_timestamp,423.609985352,695292,1446387708,6.228099823,3.38748016357,34.0029001549,1028.69002783,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2378',)",3655376519.7,2,33.8824005127,3724598756.73,3724598756.96,3655376519.7,0.0,internal_timestamp,422.470001221,697022,1446387719,6.23659992218,3.38824005127,34.0034644081,1028.68407481,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2379',)",3655376530.7,2,33.8970985413,3724598756.73,3724598756.96,3655376530.7,0.0,internal_timestamp,421.230010986,699337,1446387730,6.25489997864,3.38970985413,34.0022305537,1028.67489807,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2380',)",3655376541.7,2,33.9085006714,3724598756.73,3724598756.96,3655376541.7,0.0,internal_timestamp,419.670013428,700661,1446387741,6.26800012589,3.39085006714,34.0026556734,1028.66627389,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2381',)",3655376552.7,2,33.9197006226,3724598756.73,3724598756.96,3655376552.7,0.0,internal_timestamp,417.760009766,701052,1446387752,6.2811999321,3.39197006226,34.0029254453,1028.65590797,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2382',)",3655376563.7,2,33.9297981262,3724598756.73,3724598756.96,3655376563.7,0.0,internal_timestamp,415.769989014,703007,1446387763,6.2937002182,3.39297981262,34.0027010622,1028.64488208,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2383',)",3655376574.71,2,33.9504013062,3724598756.73,3724598756.96,3655376574.71,0.0,internal_timestamp,413.869995117,705725,1446387774,6.31990003586,3.39504013062,34.0004948558,1028.63081452,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2384',)",3655376585.71,2,33.9878005981,3724598756.73,3724598756.96,3655376585.71,0.0,internal_timestamp,412.130004883,713900,1446387785,6.36639976501,3.39878005981,33.996701175,1028.61341041,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2385',)",3655376596.71,2,34.0008010864,3724598756.73,3724598756.96,3655376596.71,0.0,internal_timestamp,410.640014648,709811,1446387796,6.38100004196,3.40008010864,33.9973649404,1028.6050756,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2386',)",3655376607.71,2,34.0071983337,3724598756.73,3724598756.96,3655376607.71,0.0,internal_timestamp,409.329986572,711852,1446387807,6.38819980621,3.40071983337,33.9979564371,1028.5985362,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2387',)",3655376618.7,2,34.0077018738,3724598756.73,3724598756.96,3655376618.7,0.0,internal_timestamp,407.899993896,703536,1446387818,6.38929986954,3.40077018738,33.9981192585,1028.59195767,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2388',)",3655376629.7,2,34.0145988464,3724598756.73,3724598756.96,3655376629.7,0.0,internal_timestamp,406.269989014,704763,1446387829,6.39779996872,3.40145988464,33.998128965,1028.58331321,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2389',)",3655376640.71,2,34.023601532,3724598756.73,3724598756.96,3655376640.71,0.0,internal_timestamp,404.690002441,705001,1446387840,6.40969991684,3.4023601532,33.9970746254,1028.57358789,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2390',)",3655376651.7,2,34.0312995911,3724598756.73,3724598756.96,3655376651.7,0.0,internal_timestamp,403.070007324,704648,1446387851,6.41949987411,3.40312995911,33.9966764841,1028.56448521,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2391',)",3655376662.71,2,34.0447998047,3724598756.73,3724598756.96,3655376662.71,0.0,internal_timestamp,401.390014648,706881,1446387862,6.4359998703,3.40447998047,33.9960931851,1028.5540268,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2392',)",3655376673.71,2,34.0615997314,3724598756.73,3724598756.96,3655376673.71,0.0,internal_timestamp,399.920013428,709677,1446387873,6.45679998398,3.40615997314,33.9947974346,1028.54336893,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2393',)",3655376684.71,2,34.0780982971,3724598756.73,3724598756.96,3655376684.71,0.0,internal_timestamp,398.540008545,711234,1446387884,6.47749996185,3.40780982971,33.9932206177,1028.53291316,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2394',)",3655376695.71,2,34.1066017151,3724598756.73,3724598756.96,3655376695.71,0.0,internal_timestamp,397.149993896,713814,1446387895,6.51329994202,3.41066017151,33.9899705454,1028.51897863,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2395',)",3655376706.71,2,34.1440010071,3724598756.73,3724598756.96,3655376706.71,0.0,internal_timestamp,395.829986572,714502,1446387906,6.56430006027,3.41440010071,33.9814637949,1028.49908602,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2396',)",3655376717.71,2,34.1472015381,3724598756.73,3724598756.96,3655376717.71,0.0,internal_timestamp,394.420013428,714725,1446387917,6.56769990921,3.41472015381,33.9823201158,1028.49282058,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2397',)",3655376728.72,2,34.1594009399,3724598756.73,3724598756.96,3655376728.72,0.0,internal_timestamp,392.950012207,716300,1446387928,6.5826997757,3.41594009399,33.9816682036,1028.48346289,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2398',)",3655376739.72,2,34.1712989807,3724598756.73,3724598756.96,3655376739.72,0.0,internal_timestamp,391.579986572,719470,1446387939,6.59639978409,3.41712989807,33.9819201493,1028.47545505,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2399',)",3655376750.72,2,34.1781005859,3724598756.73,3724598756.96,3655376750.72,0.0,internal_timestamp,390.320007324,718290,1446387950,6.60510015488,3.41781005859,33.9814344679,1028.46807492,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2400',)",3655376761.72,2,34.179901123,3724598756.73,3724598756.96,3655376761.72,0.0,internal_timestamp,389.230010986,718839,1446387961,6.60739994049,3.4179901123,33.9816757472,1028.46294654,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2401',)",3655376772.72,2,34.1795005798,3724598756.73,3724598756.96,3655376772.72,0.0,internal_timestamp,388.070007324,719854,1446387972,6.60820007324,3.41795005798,33.9810032245,1028.45699046,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2402',)",3655376783.72,2,34.1769981384,3724598756.73,3724598756.96,3655376783.72,0.0,internal_timestamp,386.709991455,721765,1446387983,6.60629987717,3.41769981384,33.9807780777,1028.45084981,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2403',)",3655376794.72,2,34.1739997864,3724598756.73,3724598756.96,3655376794.72,0.0,internal_timestamp,385.339996338,723664,1446387994,6.60400009155,3.41739997864,33.9804053015,1028.44460333,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2404',)",3655376805.73,2,34.1791000366,3724598756.73,3724598756.97,3655376805.73,0.0,internal_timestamp,384.040008545,726408,1446388005,6.61390018463,3.41791000366,33.9768716431,1028.43447533,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2405',)",3655376816.73,2,34.195098877,3724598756.73,3724598756.97,3655376816.73,0.0,internal_timestamp,382.690002441,726728,1446388016,6.63399982452,3.4195098877,33.9753085207,1028.42422834,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2406',)",3655376827.73,2,34.204498291,3724598756.73,3724598756.97,3655376827.73,0.0,internal_timestamp,381.350006104,727721,1446388027,6.64449977875,3.4204498291,33.9759486301,1028.41711063,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2407',)",3655376838.73,2,34.2246017456,3724598756.73,3724598756.97,3655376838.73,0.0,internal_timestamp,380.089996338,728595,1446388038,6.6656999588,3.42246017456,33.977779134,1028.40978248,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2408',)",3655376849.73,2,34.2565994263,3724598756.73,3724598756.97,3655376849.73,0.0,internal_timestamp,378.920013428,729033,1446388049,6.70209980011,3.42565994263,33.9776503791,1028.3991707,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2409',)",3655376860.73,2,34.2640991211,3724598756.73,3724598756.97,3655376860.73,0.0,internal_timestamp,377.880004883,729861,1446388060,6.70900011063,3.42640991211,33.9796009191,1028.3949616,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2410',)",3655376871.73,2,34.279499054,3724598756.73,3724598756.97,3655376871.73,0.0,internal_timestamp,377.070007324,728108,1446388071,6.72660017014,3.4279499054,33.979571751,1028.38873225,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2411',)",3655376882.73,2,34.2812004089,3724598756.73,3724598756.97,3655376882.73,0.0,internal_timestamp,376.380004883,727118,1446388082,6.72730016708,3.42812004089,33.9810882382,1028.38666406,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2412',)",3655376893.74,2,34.2820014954,3724598756.73,3724598756.97,3655376893.74,0.0,internal_timestamp,375.609985352,737024,1446388093,6.7283000946,3.42820014954,33.9813550989,1028.38320494,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2413',)",3655376904.73,2,34.2821998596,3724598756.73,3724598756.97,3655376904.73,0.0,internal_timestamp,374.779998779,726824,1446388104,6.72879981995,3.42821998596,33.9814811349,1028.37943144,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2414',)",3655376915.74,2,34.283000946,3724598756.73,3724598756.97,3655376915.74,0.0,internal_timestamp,373.959991455,738507,1446388115,6.73010015488,3.4283000946,33.9814753377,1028.37548642,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2415',)",3655376926.74,2,34.2850990295,3724598756.73,3724598756.97,3655376926.74,0.0,internal_timestamp,373.220001221,738828,1446388126,6.7326002121,3.42850990295,33.9816743629,1028.37189857,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2416',)",3655376937.74,2,34.2864990234,3724598756.73,3724598756.97,3655376937.74,0.0,internal_timestamp,372.450012207,739666,1446388137,6.73489999771,3.42864990234,33.981316652,1028.36776425,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2417',)",3655376948.74,2,34.2883987427,3724598756.73,3724598756.97,3655376948.74,0.0,internal_timestamp,371.679992676,738930,1446388148,6.73950004578,3.42883987427,33.9792368666,1028.36195021,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2418',)",3655376959.74,2,34.2893981934,3724598756.73,3724598756.97,3655376959.74,0.0,internal_timestamp,370.950012207,739304,1446388159,6.74119997025,3.42893981934,33.9790112882,1028.35818803,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2419',)",3655376970.74,2,34.2990989685,3724598756.73,3724598756.97,3655376970.74,0.0,internal_timestamp,370.220001221,740989,1446388170,6.75390005112,3.42990989685,33.9775029011,1028.3518557,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2420',)",3655376981.74,2,34.304901123,3724598756.73,3724598756.97,3655376981.74,0.0,internal_timestamp,369.600006104,740916,1446388181,6.76119995117,3.4304901123,33.976981559,1028.34756909,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2421',)",3655376992.74,2,34.3176994324,3724598756.73,3724598756.97,3655376992.74,0.0,internal_timestamp,369.070007324,741173,1446388192,6.77990007401,3.43176994324,33.9728612877,1028.33924509,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2422',)",3655377003.74,2,34.322101593,3724598756.73,3724598756.97,3655377003.74,0.0,internal_timestamp,368.519989014,739454,1446388203,6.78599977493,3.4322101593,33.9719499234,1028.33514192,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2423',)",3655377014.74,2,34.3305015564,3724598756.73,3724598756.97,3655377014.74,0.0,internal_timestamp,368.019989014,740087,1446388214,6.79470014572,3.43305015564,33.9728455279,1028.33231673,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2424',)",3655377025.74,2,34.3698005676,3724598756.73,3724598756.97,3655377025.74,0.0,internal_timestamp,367.459991455,741904,1446388225,6.83860015869,3.43698005676,33.9730118569,1028.32361963,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2425',)",3655377036.74,2,34.3870010376,3724598756.73,3724598756.97,3655377036.74,0.0,internal_timestamp,366.980010986,740892,1446388236,6.85690021515,3.43870010376,33.9740936521,1028.31965484,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2426',)",3655377047.74,2,34.3981018066,3724598756.73,3724598756.97,3655377047.74,0.0,internal_timestamp,366.380004883,742152,1446388247,6.86730003357,3.43981018066,33.9763201152,1028.31716794,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2427',)",3655377058.74,2,34.4258995056,3724598756.73,3724598756.97,3655377058.74,0.0,internal_timestamp,365.790008545,743643,1446388258,6.89559984207,3.44258995056,33.9792221809,1028.31268958,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2428',)",3655377069.75,2,34.4221000671,3724598756.73,3724598756.97,3655377069.75,0.0,internal_timestamp,365.190002441,753556,1446388269,6.89039993286,3.44221000671,33.9804665755,1028.3116663,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2429',)",3655377080.75,2,34.4444007874,3724598756.73,3724598756.97,3655377080.75,0.0,internal_timestamp,364.410003662,754234,1446388280,6.91599988937,3.44444007874,33.9800812574,1028.30411807,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2430',)",3655377091.75,2,34.4448013306,3724598756.73,3724598756.97,3655377091.75,0.0,internal_timestamp,363.619995117,753294,1446388291,6.91550016403,3.44448013306,33.981393116,1028.30160404,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2431',)",3655377102.75,2,34.4463996887,3724598756.73,3724598756.97,3655377102.75,0.0,internal_timestamp,362.850006104,753232,1446388302,6.9173002243,3.44463996887,33.9817432015,1028.29809585,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2432',)",3655377113.75,2,34.4455986023,3724598756.73,3724598756.97,3655377113.75,0.0,internal_timestamp,361.970001221,753300,1446388313,6.91669988632,3.44455986023,33.9818797286,1028.29426117,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2433',)",3655377124.75,2,34.4412002563,3724598756.73,3724598756.97,3655377124.75,0.0,internal_timestamp,361.109985352,751876,1446388324,6.91209983826,3.44412002563,33.9820021311,1028.29108116,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2434',)",3655377135.75,2,34.4491004944,3724598756.73,3724598756.97,3655377135.75,0.0,internal_timestamp,360.079986572,751543,1446388335,6.92129993439,3.44491004944,33.9820978718,1028.28512013,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2435',)",3655377146.75,2,34.4499015808,3724598756.73,3724598756.97,3655377146.75,0.0,internal_timestamp,358.529998779,750447,1446388346,6.92290019989,3.44499015808,33.9821459469,1028.27783279,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2436',)",3655377157.75,2,34.4752998352,3724598756.73,3724598756.97,3655377157.75,0.0,internal_timestamp,356.630004883,751668,1446388357,6.95240020752,3.44752998352,33.9818449968,1028.2646579,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2437',)",3655377168.76,2,34.478099823,3724598756.73,3724598756.97,3655377168.76,0.0,internal_timestamp,354.679992676,762819,1446388368,6.95529985428,3.4478099823,33.9829959103,1028.25621873,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
