obs,time,deployment,conductivity_millisiemens,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,raw_time_microseconds,raw_time_seconds,temp,dpc_ctd_seawater_conductivity,practical_salinity,density,pressure_qc_executed,pressure_qc_results,temp_qc_executed,temp_qc_results,conductivity_millisiemens_qc_executed,conductivity_millisiemens_qc_results,dpc_ctd_seawater_conductivity_qc_executed,dpc_ctd_seawater_conductivity_qc_results,density_qc_executed,density_qc_results,practical_salinity_qc_executed,practical_salinity_qc_results,lat,lon
"('0',)",3655325087.96,2,33.4043006897,3724598756.05,3724598756.12,3655325087.96,0.0,internal_timestamp,534.979980469,956326,1446336287,5.56589984894,3.34043006897,34.0827633248,1029.35327879,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1',)",3655325098.95,2,33.4179000854,3724598756.05,3724598756.12,3655325098.95,0.0,internal_timestamp,533.520019531,952908,1446336298,5.58109998703,3.34179000854,34.0835749872,1029.34519847,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('2',)",3655325109.96,2,33.4201011658,3724598756.05,3724598756.12,3655325109.96,0.0,internal_timestamp,532.0,957637,1446336309,5.58319997787,3.34201011658,34.0847041867,1029.33883714,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3',)",3655325120.95,2,33.4193000793,3724598756.05,3724598756.12,3655325120.95,0.0,internal_timestamp,530.530029297,953608,1446336320,5.5841999054,3.34193000793,34.0835155979,1029.33102659,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('4',)",3655325131.96,2,33.42029953,3724598756.05,3724598756.12,3655325131.96,0.0,internal_timestamp,529.08001709,959594,1446336331,5.58459997177,3.342029953,34.0849622531,1029.32546247,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('5',)",3655325142.95,2,33.42029953,3724598756.05,3724598756.12,3655325142.95,0.0,internal_timestamp,527.429992676,954536,1446336342,5.58610010147,3.342029953,34.0842663968,1029.31714721,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('6',)",3655325153.96,2,33.4275016785,3724598756.05,3724598756.12,3655325153.96,0.0,internal_timestamp,525.799987793,960783,1446336353,5.59619998932,3.34275016785,34.0830522703,1029.30737024,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('7',)",3655325164.96,2,33.4406013489,3724598756.05,3724598756.12,3655325164.96,0.0,internal_timestamp,524.020019531,957561,1446336364,5.61350011826,3.34406013489,34.0813354483,1029.29554913,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('8',)",3655325175.96,2,33.4432983398,3724598756.05,3724598756.12,3655325175.96,0.0,internal_timestamp,522.200012207,963275,1446336375,5.61590003967,3.34432983398,34.0828713396,1029.28809167,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('9',)",3655325186.96,2,33.426399231,3724598756.05,3724598756.12,3655325186.96,0.0,internal_timestamp,520.049987793,957899,1446336386,5.59539985657,3.3426399231,34.0854552744,1029.28299619,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('10',)",3655325197.96,2,33.4411010742,3724598756.05,3724598756.12,3655325197.96,0.0,internal_timestamp,517.729980469,962214,1446336397,5.61490011215,3.34411010742,34.0836020624,1029.26829883,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('11',)",3655325208.97,2,33.4410018921,3724598756.05,3724598756.12,3655325208.97,0.0,internal_timestamp,515.219970703,966933,1446336408,5.61679983139,3.34410018921,34.082817387,1029.25591502,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('12',)",3655325219.96,2,33.4527015686,3724598756.05,3724598756.12,3655325219.96,0.0,internal_timestamp,512.960021973,961383,1446336419,5.63210010529,3.34527015686,34.0817657703,1029.24268211,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('13',)",3655325230.97,2,33.4551010132,3724598756.05,3724598756.12,3655325230.97,0.0,internal_timestamp,510.779998779,966654,1446336430,5.63570022583,3.34551010132,34.0819334629,1029.2323349,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('14',)",3655325241.96,2,33.4566001892,3724598756.05,3724598756.12,3655325241.96,0.0,internal_timestamp,508.589996338,962310,1446336441,5.63859987259,3.34566001892,34.0817927808,1029.2217922,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('15',)",3655325252.97,2,33.4569015503,3724598756.05,3724598756.13,3655325252.97,0.0,internal_timestamp,506.559997559,969130,1446336452,5.63969993591,3.34569015503,34.082030164,1029.21252073,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('16',)",3655325263.97,2,33.4522018433,3724598756.05,3724598756.13,3655325263.97,0.0,internal_timestamp,504.570007324,967063,1446336463,5.63430023193,3.34522018433,34.0831353959,1029.20498042,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('17',)",3655325274.97,2,33.4636993408,3724598756.05,3724598756.13,3655325274.97,0.0,internal_timestamp,502.679992676,973229,1446336474,5.65030002594,3.34636993408,34.0809655972,1029.19246494,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('18',)",3655325285.97,2,33.4606018066,3724598756.05,3724598756.13,3655325285.97,0.0,internal_timestamp,500.470001221,969780,1446336485,5.64720010757,3.34606018066,34.0816765955,1029.1832936,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('19',)",3655325296.97,2,33.4569015503,3724598756.05,3724598756.13,3655325296.97,0.0,internal_timestamp,498.299987793,965699,1446336496,5.64319992065,3.34569015503,34.0825928396,1029.1745864,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('20',)",3655325307.97,2,33.4570999146,3724598756.05,3724598756.13,3655325307.97,0.0,internal_timestamp,496.399993896,971837,1446336507,5.64480018616,3.34570999146,34.0821459673,1029.16529921,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('21',)",3655325318.97,2,33.4562988281,3724598756.05,3724598756.13,3655325318.97,0.0,internal_timestamp,494.359985352,968853,1446336518,5.64470005035,3.34562988281,34.0823504177,1029.15610814,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('22',)",3655325329.97,2,33.4571990967,3724598756.05,3724598756.13,3655325329.97,0.0,internal_timestamp,492.320007324,974253,1446336529,5.64720010757,3.34571990967,34.0818610243,1029.14602456,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('23',)",3655325340.97,2,33.4589996338,3724598756.05,3724598756.13,3655325340.97,0.0,internal_timestamp,490.299987793,971829,1446336540,5.65019989014,3.34589996338,34.0818772823,1029.13636415,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('24',)",3655325351.98,2,33.4831008911,3724598756.05,3724598756.13,3655325351.98,0.0,internal_timestamp,488.420013428,978481,1446336551,5.68419981003,3.34831008911,34.0758322734,1029.11844549,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('25',)",3655325362.97,2,33.4915008545,3724598756.05,3724598756.13,3655325362.97,0.0,internal_timestamp,486.600006104,973248,1446336562,5.69280004501,3.34915008545,34.0775725034,1029.11031417,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('26',)",3655325373.98,2,33.5069999695,3724598756.05,3724598756.13,3655325373.98,0.0,internal_timestamp,485.079986572,979631,1446336573,5.71299982071,3.35069999695,34.0755120581,1029.0990182,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('27',)",3655325384.98,2,33.5210990906,3724598756.05,3724598756.13,3655325384.98,0.0,internal_timestamp,483.570007324,984534,1446336584,5.73050022125,3.35210990906,34.0745791024,1029.08901395,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('28',)",3655325395.98,2,33.5378990173,3724598756.05,3724598756.13,3655325395.98,0.0,internal_timestamp,481.920013428,977490,1446336595,5.75059986115,3.35378990173,34.0741483539,1029.07841221,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('29',)",3655325406.99,2,33.5488014221,3724598756.05,3724598756.13,3655325406.99,0.0,internal_timestamp,480.429992676,985265,1446336606,5.76660013199,3.35488014221,34.0711018535,1029.0670315,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('30',)",3655325417.98,2,33.5617980957,3724598756.05,3724598756.13,3655325417.98,0.0,internal_timestamp,478.910003662,979675,1446336617,5.78299999237,3.35617980957,34.0700308455,1029.05701325,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('31',)",3655325428.99,2,33.5597991943,3724598756.05,3724598756.13,3655325428.99,0.0,internal_timestamp,477.429992676,989789,1446336628,5.77909994125,3.35597991943,34.0724267465,1029.05263023,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('32',)",3655325439.99,2,33.5630989075,3724598756.05,3724598756.14,3655325439.99,0.0,internal_timestamp,476.239990234,985416,1446336639,5.7842001915,3.35630989075,34.0716103149,1029.04584183,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('33',)",3655325450.98,2,33.5690002441,3724598756.05,3724598756.14,3655325450.98,0.0,internal_timestamp,475.100006104,982728,1446336650,5.79330015182,3.35690002441,34.0696837971,1029.03787223,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('34',)",3655325461.99,2,33.573299408,3724598756.05,3724598756.14,3655325461.99,0.0,internal_timestamp,473.809997559,988394,1446336661,5.79860019684,3.3573299408,34.0698429025,1029.03136572,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('35',)",3655325473.0,2,33.573299408,3724598756.05,3724598756.14,3655325473.0,0.0,internal_timestamp,472.579986572,995649,1446336672,5.79850006104,3.3573299408,34.070550843,1029.02629132,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('36',)",3655325484.0,2,33.5735015869,3724598756.05,3724598756.14,3655325484.0,0.0,internal_timestamp,471.309997559,997117,1446336683,5.8001999855,3.35735015869,34.0696978283,1029.01956277,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('37',)",3655325494.99,2,33.5792007446,3724598756.05,3724598756.14,3655325494.99,0.0,internal_timestamp,470.0,985306,1446336694,5.80810022354,3.35792007446,34.0688324749,1029.01180873,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('38',)",3655325505.99,2,33.5904006958,3724598756.05,3724598756.14,3655325505.99,0.0,internal_timestamp,468.799987793,991287,1446336705,5.82229995728,3.35904006958,34.0677844567,1029.00356917,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('39',)",3655325517.0,2,33.5979003906,3724598756.05,3724598756.14,3655325517.0,0.0,internal_timestamp,467.790008545,996838,1446336716,5.8326997757,3.35979003906,34.0662887531,1028.99635869,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('40',)",3655325527.99,2,33.6018981934,3724598756.05,3724598756.14,3655325527.99,0.0,internal_timestamp,466.869995117,992963,1446336727,5.83769989014,3.36018981934,34.06622551,1028.99141434,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('41',)",3655325539.0,2,33.6144981384,3724598756.05,3724598756.14,3655325539.0,0.0,internal_timestamp,465.779998779,1770,1446336739,5.85449981689,3.36144981384,34.0640873368,1028.98246838,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('42',)",3655325550.0,2,33.6244010925,3724598756.05,3724598756.14,3655325550.0,0.0,internal_timestamp,464.75,997308,1446336749,5.86829996109,3.36244010925,34.0618934082,1028.97415589,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('43',)",3655325560.99,2,33.6271018982,3724598756.05,3724598756.15,3655325560.99,0.0,internal_timestamp,463.839996338,993465,1446336760,5.87139987946,3.36271018982,34.0622711931,1028.96985966,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('44',)",3655325572.0,2,33.6282997131,3724598756.05,3724598756.15,3655325572.0,0.0,internal_timestamp,462.950012207,1506,1446336772,5.87340021133,3.36282997131,34.0620508227,1028.96533256,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('45',)",3655325583.0,2,33.6281013489,3724598756.05,3724598756.15,3655325583.0,0.0,internal_timestamp,462.010009766,997819,1446336782,5.87309980392,3.36281013489,34.0625924543,1028.96148579,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('46',)",3655325593.99,2,33.6296005249,3724598756.05,3724598756.15,3655325593.99,0.0,internal_timestamp,461.040008545,994399,1446336793,5.87480020523,3.36296005249,34.0630516772,1028.95716681,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('47',)",3655325605.0,2,33.632900238,3724598756.05,3724598756.15,3655325605.0,0.0,internal_timestamp,460.100006104,968,1446336805,5.88019990921,3.3632900238,34.0618103891,1028.95114827,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('48',)",3655325616.0,2,33.6437988281,3724598756.05,3724598756.15,3655325616.0,0.0,internal_timestamp,459.179992676,998863,1446336815,5.89650011063,3.36437988281,34.0581734531,1028.94186533,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('49',)",3655325627.01,2,33.6523017883,3724598756.05,3724598756.15,3655325627.01,0.0,internal_timestamp,458.309997559,8172,1446336827,5.90749979019,3.36523017883,34.0571336007,1028.93556998,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('50',)",3655325638.02,2,33.6579017639,3724598756.05,3724598756.15,3655325638.02,0.0,internal_timestamp,457.459991455,21887,1446336838,5.91480016708,3.36579017639,34.0565286846,1028.93020756,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('51',)",3655325649.0,2,33.6627998352,3724598756.05,3724598756.15,3655325649.0,0.0,internal_timestamp,456.529998779,4230,1446336849,5.92229986191,3.36627998352,34.0549740629,1028.92370328,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('52',)",3655325660.0,2,33.6683998108,3724598756.05,3724598756.15,3655325660.0,0.0,internal_timestamp,455.420013428,463,1446336860,5.92980003357,3.36683998108,34.0542965153,1028.91706308,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('53',)",3655325671.01,2,33.6730995178,3724598756.05,3724598756.15,3655325671.01,0.0,internal_timestamp,454.410003662,8308,1446336871,5.9375,3.36730995178,34.0523576477,1028.90986144,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('54',)",3655325682.0,2,33.692199707,3724598756.05,3724598756.15,3655325682.0,0.0,internal_timestamp,453.480010986,4895,1446336882,5.96490001678,3.3692199707,34.0468178795,1028.89752478,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('55',)",3655325693.01,2,33.7268981934,3724598756.05,3724598756.15,3655325693.01,0.0,internal_timestamp,452.609985352,12140,1446336893,6.00990009308,3.37268981934,34.0411328714,1028.882951,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('56',)",3655325704.01,2,33.7321014404,3724598756.05,3724598756.15,3655325704.01,0.0,internal_timestamp,451.709991455,9063,1446336904,6.01480007172,3.37321014404,34.0425070334,1028.87923781,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('57',)",3655325715.01,2,33.7363014221,3724598756.05,3724598756.15,3655325715.01,0.0,internal_timestamp,450.75,12765,1446336915,6.01940011978,3.37363014221,34.043085298,1028.87466373,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('58',)",3655325726.01,2,33.7592010498,3724598756.05,3724598756.15,3655325726.01,0.0,internal_timestamp,449.609985352,9042,1446336926,6.05420017242,3.37592010498,34.0345033629,1028.85794184,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('59',)",3655325737.02,2,33.7589988708,3724598756.05,3724598756.15,3655325737.02,0.0,internal_timestamp,448.420013428,15185,1446336937,6.05289983749,3.37589988708,34.0361608779,1028.85396573,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('60',)",3655325748.01,2,33.7589988708,3724598756.05,3724598756.15,3655325748.01,0.0,internal_timestamp,447.260009766,12526,1446336948,6.05219984055,3.37589988708,34.0374300879,1028.84973952,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('61',)",3655325759.02,2,33.7582015991,3724598756.05,3724598756.15,3655325759.02,0.0,internal_timestamp,446.239990234,18938,1446336959,6.0517001152,3.37582015991,34.0375371679,1028.84521346,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('62',)",3655325770.01,2,33.7640991211,3724598756.05,3724598756.15,3655325770.01,0.0,internal_timestamp,445.170013428,13885,1446336970,6.06379985809,3.37640991211,34.0325714027,1028.83474898,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('63',)",3655325781.02,2,33.7647018433,3724598756.05,3724598756.15,3655325781.02,0.0,internal_timestamp,443.920013428,20633,1446336981,6.06659984589,3.37647018433,34.0310608793,1028.82744536,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('64',)",3655325792.02,2,33.7657012939,3724598756.05,3724598756.15,3655325792.02,0.0,internal_timestamp,442.459991455,17209,1446336992,6.07100009918,3.37657012939,34.0284984376,1028.81813241,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('65',)",3655325803.01,2,33.7695999146,3724598756.05,3724598756.15,3655325803.01,0.0,internal_timestamp,440.790008545,12692,1446337003,6.08720016479,3.37695999146,34.0174961648,1028.79960548,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('66',)",3655325814.02,2,33.773399353,3724598756.05,3724598756.15,3655325814.02,0.0,internal_timestamp,439.239990234,18923,1446337014,6.09959983826,3.3773399353,34.0101251841,1028.78500371,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('67',)",3655325825.03,2,33.7835006714,3724598756.05,3724598756.15,3655325825.03,0.0,internal_timestamp,437.989990234,25144,1446337025,6.1234998703,3.37835006714,33.9981827685,1028.76660816,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('68',)",3655325836.02,2,33.7849006653,3724598756.05,3724598756.15,3655325836.02,0.0,internal_timestamp,436.690002441,20916,1446337036,6.12569999695,3.37849006653,33.9981897618,1028.7603508,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('69',)",3655325847.02,2,33.7929000854,3724598756.05,3724598756.15,3655325847.02,0.0,internal_timestamp,434.679992676,17477,1446337047,6.13619995117,3.37929000854,33.9976429261,1028.74926587,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('70',)",3655325858.03,2,33.797000885,3724598756.05,3724598756.15,3655325858.03,0.0,internal_timestamp,432.850006104,25224,1446337058,6.14099979401,3.3797000885,33.9983351569,1028.740761,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('71',)",3655325869.02,2,33.8072013855,3724598756.05,3724598756.15,3655325869.02,0.0,internal_timestamp,430.820007324,21599,1446337069,6.15439987183,3.38072013855,33.997364346,1028.72885282,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('72',)",3655325880.03,2,33.8095016479,3724598756.05,3724598756.15,3655325880.03,0.0,internal_timestamp,429.309997559,25295,1446337080,6.15590000153,3.38095016479,33.9991778715,1028.72314901,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('73',)",3655325891.03,2,33.8098983765,3724598756.05,3724598756.15,3655325891.03,0.0,internal_timestamp,428.010009766,30456,1446337091,6.15789985657,3.38098983765,33.9982631404,1028.71619344,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('74',)",3655325902.03,2,33.831401825,3724598756.05,3724598756.15,3655325902.03,0.0,internal_timestamp,426.820007324,26295,1446337102,6.18060016632,3.3831401825,34.0002315388,1028.70917366,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('75',)",3655325913.03,2,33.8566017151,3724598756.05,3724598756.15,3655325913.03,0.0,internal_timestamp,425.690002441,32672,1446337113,6.21120023727,3.38566017151,33.998416387,1028.69836239,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('76',)",3655325924.03,2,33.8727989197,3724598756.05,3724598756.16,3655325924.03,0.0,internal_timestamp,424.589996338,28637,1446337124,6.22840023041,3.38727989197,33.9998879487,1028.6921105,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('77',)",3655325935.03,2,33.8800010681,3724598756.05,3724598756.16,3655325935.03,0.0,internal_timestamp,423.5,33101,1446337135,6.23710012436,3.38800010681,33.9997868821,1028.68583576,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('78',)",3655325946.03,2,33.8977012634,3724598756.05,3724598756.16,3655325946.03,0.0,internal_timestamp,422.299987793,29656,1446337146,6.25810003281,3.38977012634,33.9991931004,1028.67697325,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('79',)",3655325957.04,2,33.9101982117,3724598756.05,3724598756.16,3655325957.04,0.0,internal_timestamp,421.089996338,37993,1446337157,6.27220010757,3.39101982117,33.999672243,1028.66985769,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('80',)",3655325968.03,2,33.926700592,3724598756.05,3724598756.16,3655325968.03,0.0,internal_timestamp,419.839996338,32757,1446337168,6.29139995575,3.3926700592,33.9995541768,1028.66138279,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('81',)",3655325979.04,2,33.9323005676,3724598756.05,3724598756.16,3655325979.04,0.0,internal_timestamp,418.540008545,41518,1446337179,6.29769992828,3.39323005676,34.0001550716,1028.65502534,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('82',)",3655325990.04,2,33.9556999207,3724598756.05,3724598756.16,3655325990.04,0.0,internal_timestamp,416.779998779,37113,1446337190,6.32560014725,3.39556999207,33.999301663,1028.64242589,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('83',)",3655326001.04,2,33.9781990051,3724598756.05,3724598756.16,3655326001.04,0.0,internal_timestamp,414.790008545,43281,1446337201,6.35270023346,3.39781990051,33.9983488733,1028.62879881,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('84',)",3655326012.04,2,34.0303001404,3724598756.05,3724598756.16,3655326012.04,0.0,internal_timestamp,412.690002441,40199,1446337212,6.41930007935,3.40303001404,33.9910838891,1028.60420003,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('85',)",3655326023.04,2,34.0363998413,3724598756.05,3724598756.16,3655326023.04,0.0,internal_timestamp,410.75,37678,1446337223,6.42460012436,3.40363998413,33.9935356968,1028.59649965,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('86',)",3655326034.05,2,34.042301178,3724598756.05,3724598756.16,3655326034.05,0.0,internal_timestamp,408.859985352,46269,1446337234,6.43499994278,3.4042301178,33.9906788989,1028.58414315,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('87',)",3655326045.04,2,34.0475006104,3724598756.05,3724598756.16,3655326045.04,0.0,internal_timestamp,407.070007324,41202,1446337245,6.44379997253,3.40475006104,33.9885831239,1028.57306601,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('88',)",3655326056.05,2,34.0526008606,3724598756.05,3724598756.16,3655326056.05,0.0,internal_timestamp,405.130004883,47385,1446337256,6.45109987259,3.40526008606,33.9879392794,1028.56265195,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('89',)",3655326067.04,2,34.0533981323,3724598756.05,3724598756.16,3655326067.04,0.0,internal_timestamp,403.320007324,44307,1446337267,6.45289993286,3.40533981323,33.9879173061,1028.55408885,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('90',)",3655326078.04,2,34.0635986328,3724598756.05,3724598756.16,3655326078.04,0.0,internal_timestamp,401.380004883,41687,1446337278,6.46840000153,3.40635986328,33.984792709,1028.54057599,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('91',)",3655326089.04,2,34.0718002319,3724598756.05,3724598756.16,3655326089.04,0.0,internal_timestamp,399.390014648,40565,1446337289,6.47930002213,3.40718002319,33.9840396377,1028.52933989,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('92',)",3655326100.05,2,34.1072006226,3724598756.05,3724598756.16,3655326100.05,0.0,internal_timestamp,397.649993896,48629,1446337300,6.52400016785,3.41072006226,33.9797832532,1028.51176257,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('93',)",3655326111.05,2,34.1234016418,3724598756.05,3724598756.16,3655326111.05,0.0,internal_timestamp,396.160003662,45378,1446337311,6.54339981079,3.41234016418,33.9792166931,1028.50176797,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('94',)",3655326122.05,2,34.1338996887,3724598756.05,3724598756.16,3655326122.05,0.0,internal_timestamp,394.640014648,51266,1446337322,6.55499982834,3.41338996887,33.9800786234,1028.49385156,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('95',)",3655326133.05,2,34.150100708,3724598756.05,3724598756.16,3655326133.05,0.0,internal_timestamp,393.100006104,46833,1446337333,6.57520008087,3.4150100708,33.9787383429,1028.48290246,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('96',)",3655326144.05,2,34.157699585,3724598756.05,3724598756.16,3655326144.05,0.0,internal_timestamp,391.359985352,53394,1446337344,6.58379983902,3.4157699585,33.9794685804,1028.47429393,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('97',)",3655326155.05,2,34.1745986938,3724598756.05,3724598756.16,3655326155.05,0.0,internal_timestamp,389.660003662,46633,1446337355,6.60300016403,3.41745986938,33.9799631717,1028.46419055,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('98',)",3655326166.05,2,34.1716995239,3724598756.05,3724598756.16,3655326166.05,0.0,internal_timestamp,387.950012207,52654,1446337366,6.59910011292,3.41716995239,33.9814488398,1028.45807252,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('99',)",3655326177.06,2,34.1814002991,3724598756.05,3724598756.16,3655326177.06,0.0,internal_timestamp,386.269989014,60519,1446337377,6.61079978943,3.41814002991,33.9814013211,1028.44868974,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('100',)",3655326188.06,2,34.188999176,3724598756.05,3724598756.16,3655326188.06,0.0,internal_timestamp,384.910003662,59067,1446337388,6.62020015717,3.4188999176,33.981151315,1028.44093739,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('101',)",3655326199.06,2,34.2075004578,3724598756.05,3724598756.16,3655326199.06,0.0,internal_timestamp,383.429992676,57782,1446337399,6.63980007172,3.42075004578,33.9829057238,1028.43277089,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('102',)",3655326210.06,2,34.2267990112,3724598756.05,3724598756.16,3655326210.06,0.0,internal_timestamp,381.75,62685,1446337410,6.6642999649,3.42267990112,33.9807848495,1028.41994715,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('103',)",3655326221.06,2,34.2710990906,3724598756.05,3724598756.16,3655326221.06,0.0,internal_timestamp,380.160003662,59247,1446337421,6.71500015259,3.42710990906,33.9802841234,1028.40509071,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
